,school_name,english_rank,english_tested,english_score,english_image,math_rank,math_tested,math_score,math_image
515,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lynn.xml#schools'>Edward A Sisson</a>,309,61,64,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,408,61,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
516,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/framingham.xml#schools'>Charlotte A Dunning</a>,327,67,63,NA,408,66,56,NA
517,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/peabody.xml#schools'>South Memorial</a>,327,57,63,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,408,57,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
518,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/auburn.xml#schools'>Julia Bancroft</a>,351,90,62,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,408,90,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
519,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/westfield.xml#schools'>Juniper Park</a>,378,45,60,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,408,45,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
520,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/leominster.xml#schools'>Northwest</a>,484,132,53,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,408,131,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
521,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/westfield.xml#schools'>Paper Mill</a>,498,81,52,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,408,81,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
522,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/westfield.xml#schools'>Southampton Road</a>,498,71,52,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,408,70,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
523,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/triton.xml#schools'>Salisbury Elementary</a>,660,54,41,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,408,52,56,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
524,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/andover.xml#schools'>South Elementary</a>,99,37,78,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,392,37,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
525,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/marshfield.xml#schools'>Daniel Webster</a>,146,69,74,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,392,69,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
526,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/fairhaven.xml#schools'>East Fairhaven</a>,225,70,69,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,392,70,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
527,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/somerset.xml#schools'>North Elementary</a>,225,77,69,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,77,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
528,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/weymouth.xml#schools'>Wessagusset</a>,327,76,63,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,75,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
529,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/quaboagregional.xml#schools'>West Brookfield Elementary</a>,327,41,63,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,392,42,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
530,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/boylston.xml#schools'>Boylston Elementary</a>,378,57,60,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,56,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
531,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/foxborough.xml#schools'>Charles Taylor Elementary</a>,427,63,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,392,63,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
532,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/hudson.xml#schools'>Mulready Elementary</a>,456,49,55,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,49,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
533,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/mashpee.xml#schools'>Quashnet School</a>,470,132,54,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,392,133,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
534,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/marlborough.xml#schools'>Charles Jaworek School</a>,597,140,46,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,141,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
535,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/chicopee.xml#schools'>Bowe</a>,611,53,45,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,54,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
536,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/easthampton.xml#schools'>Neil A Pepin</a>,697,50,38,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,51,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
537,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/revere.xml#schools'>Garfield Elementary School</a>,747,88,33,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,392,88,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
538,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/holland.xml#schools'>Holland Elementary</a>,758,28,32,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,392,28,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
539,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/northadams.xml#schools'>J S Sullivan</a>,809,30,27,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,392,30,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
540,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/holbrook.xml#schools'>South</a>,118,38,76,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,370,38,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
541,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/brewster.xml#schools'>Eddy Elementary</a>,174,65,72,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,65,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
542,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/hanover.xml#schools'>Cedar Elementary</a>,247,96,68,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,370,96,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
543,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/swampscott.xml#schools'>Stanley</a>,264,66,67,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,370,66,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
544,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/attleboro.xml#schools'>A. Irvin Studley Elementary School</a>,279,83,66,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,370,83,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
545,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/granby.xml#schools'>East Meadow</a>,309,76,64,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,370,76,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
546,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/worcester.xml#schools'>Flagg Street</a>,327,68,63,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,370,69,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
547,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/acton.xml#schools'>McCarthy-Towne</a>,363,67,61,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,370,66,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
548,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/danvers.xml#schools'>Great Oak</a>,363,69,61,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,69,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
549,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/auburn.xml#schools'>Pakachoag</a>,378,90,60,NA,370,90,58,NA
550,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/tewksbury.xml#schools'>Louise Davy Trahan</a>,401,150,59,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,370,149,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
551,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/northattleborough.xml#schools'>Joseph W Martin Jr Elementary</a>,427,121,57,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,370,121,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
552,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/sandwich.xml#schools'>Oak Ridge</a>,470,82,54,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,83,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
553,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/wales.xml#schools'>Wales Elementary</a>,484,19,53,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,19,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
554,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/berlin.xml#schools'>Berlin Memorial</a>,498,31,52,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,31,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
555,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lynn.xml#schools'>Aborn</a>,515,43,51,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,43,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
556,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lowell.xml#schools'>S Christa McAuliffe Elementary</a>,534,80,50,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,370,80,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
557,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/weymouth.xml#schools'>Thomas W. Hamilton Primary School</a>,534,64,50,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>,370,64,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
558,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/beverly.xml#schools'>Cove Elementary</a>,572,77,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,78,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>
559,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/lawrence.xml#schools'>South Lawrence East Elementary School</a>,572,135,48,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,133,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
560,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/boston.xml#schools'>Josiah Quincy</a>,588,128,47,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>,370,128,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/declined.gif'>
561,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/somerville.xml#schools'>West Somerville Neighborhood</a>,626,34,44,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,370,33,58,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
562,<a href='http://www.bostonglobe.com/Page/Boston/2011-2020/WebGraphics/Metro/BostonGlobe.com/mcas/2014/districts/xml/dudleycharltonreg.xml#schools'>Dudley Elementary</a>,99,137,78,<img src='http://cache.boston.com/news/special/education/mcas/scores13/nochange.gif'>,355,137,59,<img src='http://cache.boston.com/news/special/education/mcas/scores13/improved.gif'>
